Accident Latitude,Accident Longitude,All Costs,Risk Score
30.17319,-90.78774,13594,0.0016173203555347464
30.18148,-94.42918,6538,0.0007778461442170201
30.18156,-90.9603,10025,0.0011927053526729315
30.1824,-93.3524,200,2.379462050220312e-05
30.18348,-93.3292,33286,0.0039601386901816655
30.19156,-95.35386,165050,0.019636510569443124
30.20382,-97.87389,33800,0.004021290864872328
30.2298122,-100.646116,1612,0.00019178464124775714
30.2304266,-91.03874,40300,0.004794616031193929
30.239269,-93.290375,16100,0.0019154669504273512
30.239319,-93.268658,825050,0.09815875822671341
30.241,-93.27546,3520,0.00041878532083877495
30.26630836,-95.35229159,901600,0.10726614922393167
30.26632292,-95.35229277,2002168,0.2382041387082751
30.26667,-93.38114,593860,0.07065336665719173
30.28649,-94.50634,12041,0.001432555127335139
30.2867,-94.5058,5434,0.0006464998390448588
30.294432,-94.111877,4350,0.0005175329959229178
30.30467,-92.82545,30000,0.0035691930753304684
30.30867,-93.01369,200,2.379462050220312e-05
30.314425,-95.016202,207,2.462743221978023e-05
30.315859,-97.012587,230050,0.02736976223265914
30.318509,-91.2576912,6300,0.0007495305458193983
30.32637,-93.35268,541,6.436444845845945e-05
30.332597,-91.274491,105400,0.012539765004661044
30.354517,-92.709983,559500,0.06656545085491322
30.355333,-92.708299,552312,0.06571027219406406
30.383529,-95.724109,1550,0.0001844083088920742
30.386817,-91.507267,67855,0.008072919870884964
30.3892333,-93.985233,8050,0.0009577334752136756
30.390281,88.173136,1090,0.000129680681737007
30.4342,-92.9503,205645,0.024466223665877807
30.43779,-95.62383,40100,0.004770821410691726
30.4446,-92.29089,10000,0.0011897310251101562
30.44471,-92.29098,15000,0.0017845965376652342
30.452391,-93.464003,13100,0.0015585476428943044
30.45372,-94.97393,201,2.391359360471414e-05
30.47386943,-91.04321944,100000,0.011897310251101561
30.47832,-91.21973,95704,0.011386201802714237
30.479042,-91.202633,0,0.0
30.483056,-91.20275,11010,0.0013098938586462818
30.484345,-91.203808,100,1.189731025110156e-05
30.492551,-91.187577,312,3.711960798343687e-05
30.496161,-91.560667,17328,0.0020615659203108783
30.50214,-100.58349,0,0.0
30.5187,-91.4012,259,3.081403355035304e-05
30.528648,-91.746802,12775,0.0015198813845782244
30.528877,-91.746807,16210,0.001928553991703563
30.542863,-91.191888,2189705,0.26051599743388343
30.54601111,-91.16789167,5500,0.0006543520638105859
30.5471,-91.1703,6140,0.0007304948494176358
30.54741,-90.16677,20880,0.002484158380430006
30.54774,-91.16217,300,3.569193075330468e-05
