Accident Latitude,Accident Longitude,Predicted Risk Score
32.53091,-100.83715,0.0011159548107394779
29.71831,-95.18038,0.003342898066945212
63.93074,-145.76661,3.5948540600206345
39.800348,-104.949162,0.0005670827449964127
39.12851,-94.60705,0.0016038251197956124
32.06839,-96.4708,0.0012825017314273815
38.72582,-99.73018,0.0005547813673548924
29.718767,-95.179554,0.0004993102728877274
41.844019,-85.741131,0.2522363108167142
35.93019,-96.74132,0.009478777164313584
34.91801,-81.87401,0.002769821737793963
35.467203,-119.703991,0.019678090865681758
29.88878,-94.84975,4.4635720973248376e-05
31.98743,-102.63968,0.0341601808445495
35.55441,-97.10413,0.00022179775681620213
45.672992,-94.593917,0.0016487254652620463
48.720364,-101.20851,0.0011493949947353477
39.506925,-88.065491,0.03727628497801947
44.67167,-90.24833,0.04294433075376865
33.59667,-81.95333,0.0035352066703929043
29.74697,-95.12399,0.0021966308412947532
31.65608,-94.84362,0.00032344788410985665
42.20753,-104.51014,0.0009518217684357861
30.05006,-94.07014,0.003545988956197711
40.76505,-111.82493,1.9084220692701708
35.94595,-96.75007,0.0011830341739622872
35.946697,-96.748707,0.0017058117241339162
41.123379,-104.783855,0.005891330066652762
29.95687,-90.71667,3.1553521164672495e-05
30.94037,-94.40322,0.000679209580283635
43.965346,-97.694305,0.004014397891868687
40.706418,-84.113285,0.005533135725240366
32.53275,-100.82947,0.003091099367483984
40.647936,-88.340732,0.0177421359893872
41.31825,-95.93717,0.10432121513035322
37.84074,-98.41963,0.008896589347818116
47.32444,-93.76306,0.017928937589470666
28.711239,-89.437681,0.13710301131366417
36.00943,-96.55946,0.0037376485036570623
33.53866,-82.53516,0.0710645135669083
33.956,-117.884167,0.0018486692441073524
36.01526,-96.75729,0.00029836321903911405
29.630833,-95.119722,0.0009446947611363655
32.47831,-94.86801,0.0057780576974756324
32.28594,-94.500617,0.0013607881858600207
38.09072,-77.44581,0.0007166082625778521
35.23317,-97.60874,3.582072398548414e-05
29.630232,-95.058734,0.00018596846781807698
38.828047,-90.085713,0.0033512474171366498
36.77451,-97.75519,0.0011991984003795642
35.55435,-97.10423,4.678023052730505e-05
39.68524,-87.236533,0.002745742366099972
40.591463,-74.219176,0.0037252477053131266
38.780525,-121.246797,0.0064559769763388045
30.45372,-94.97393,5.011507666382032e-05
40.36468,-96.65431,0.021721644785155907
42.24329,-84.97251,100.0
30.145766,-94.404044,0.0031922987853817385
38.82204,-90.07892,0.045628888118938206
45.792899,-108.474178,8.900653507332836e-05
47.38361,-94.63389,0.11959950277508397
37.8875,-97.90877,0.005706569096212987
32.06839,-96.47081,0.0024006590604021497
38.66916,-104.70138,8.111848630938112e-05
32.49783,-98.63633,0.0001511399656974385
39.8188,-75.42217,0.00013160156013396695
31.434268,-102.440189,0.0013444786946562183
34.82512,-97.18992,0.031168960816272538
32.11581,-102.29321,8.896050280672439e-05
32.00836,-102.0054,0.0013593861374650961
29.726944,-95.203333,0.002830366829700052
29.66904,-95.05733,0.037785387761551575
40.73625,-73.94435,0.06548731672319466
41.577697,-87.49049,1.65531031623933
34.43528,-97.98185,0.0006499939979918349
31.58929,-95.47697,4.7593757722728694e-05
42.63521,-97.3371,0.004328970971579732
30.02609,-90.85108,0.003750655156229139
48.96572,-101.65116,0.0016441021213087683
32.06839,-96.47081,0.05177826854887379
35.97916323,-96.00824525,0.0003007195346164067
37.91083,-92.37944,0.0018665609684568093
29.84671,-94.9057,0.002390185976654665
29.825329,-94.922859,0.0003262651389065015
42.855444,-106.246861,0.0020637455130327726
42.46833,-74.3515,0.2446955374577643
29.73525,-95.02365,0.006520757516259326
29.54619,-95.213783,0.005915574206236749
33.91269,-98.43935,0.00026237331982870756
36.810495,-97.831946,0.005934269319459757
28.617778,-92.068889,3.1553521164672495e-05
46.71782754,-105.44129948,0.0015946408134560005
67.7987,-149.8164,0.00048680363764173353
37.04441,-97.01768,0.0007279335285820905
30.496161,-91.560667,0.0022398424133598244
38.37239,-97.80143,3.6898065015253284e-05
38.3693,-97.83197,3.6898065015253284e-05
29.97496932,-94.0572917,0.005904592819276839
41.655265,-88.076523,3.035559685229489
42.56794,-84.10547,0.0033758234034533606
37.80556,-96.915,0.011039133021053235
30.0016,-90.8521,0.023207270767922523
29.816369,-95.18092,0.04680161502607077
32.71141,-99.81866,0.0024564441816760972
42.02244,-91.00488,0.01531479721281195
30.43779,-95.62383,0.005259417065873276
29.920836,-94.020288,0.008075639314353428
32.46539,-103.57639,0.0037605501856879395
30.1479,-94.4001,0.002759183377824705
47.32444,-93.76306,0.0039949891453313745
32.7478,-98.9129,5.030317218425821e-05
29.98219,-94.06028,0.0010608100167211344
29.98219,-94.06028,0.00013330021420522264
32.47831,-94.868,0.0005028494762478632
30.11356,-92.254,0.0045975051522698695
42.9015,-82.5101,0.010274504417733565
30.0113,-94.057133,0.03505028489136848
33.41305,-102.44337,0.008570816134549847
40.52243,-74.25384,0.0009376584998841874
40.091758,-74.738542,3.1553521164672495e-05
31.06576,-103.17361,0.0002044136991920605
32.6075,-98.1,0.00392742394928029
34.37306,-97.51083,0.0007245305263587126
29.19462,-96.98528,0.003804777942440575
37.644112,-88.877277,0.00023051569355013183
33.54657,-96.36906,0.0333129286978072
29.4745,-95.1642,0.00047568992069932944
29.975,-94.056,0.004535614551963417
29.90801,-94.01201,0.0026129361528127045
34.058206,-117.763553,0.008101634468930882
31.8768505,-102.4564661,0.0010946995530475357
33.31354,-97.86774,0.008484016083674458
41.7678,-87.82972,0.00025270449201524075
29.85836,-94.97929,0.010035527507242098
37.89533,-97.88435,0.01144841478319916
33.7963,-118.2347,0.0008714081729229728
34.24278,-97.49972,0.00047825101839161116
46.93944,-92.93861,0.004046076142501572
33.811699,-118.180656,0.09781317178789016
44.77328,-93.35844,0.052161343021318786
36.41936,-97.84852,0.0009270815281784434
34.24278,-97.49972,0.006415320073933584
37.414383,-99.320819,5.979170564430541e-05
42.5325,-95.1332,0.008708005115439505
31.1591,-94.6759,0.002529059543971529
28.9351,-95.3198,0.0038523106386095644
32.75732,-102.90678,0.006067147758608995
30.06066,-93.55077,0.13408498937438051
32.97722,-87.65444,0.001680195227142597
30.5572,-95.5842,0.05695235916791602
40.58925,-74.21709,0.0016983435092378745
37.4175,-100.7953,0.00013468193263581538
29.1452,-95.68005,0.0027251854381960686
35.119174,-119.378251,0.0006469293159523946
46.2199,-109.437,0.02474728678728988
29.84931,-94.89759,0.0001543045403696453
34.55261,-82.48781,0.0003641447491060885
35.383359,-119.742552,0.0006400889736322511
41.60865,-92.13573,0.003918222487191368
40.57083,-74.25333,0.0026343771964535074
33.863186,-118.163396,0.00024464958480917585
33.38649,-100.01332,7.161327370505638e-05
31.427166,-102.37033,0.0002076004235944797
33.25417,-92.61944,0.001320222340182441
43.26707,-83.25139,0.0012731614440453036
29.85635,-94.90781,0.016532306950192973
40.766643,-111.827358,2.660909936736391
38.94905,-89.75185,0.6099228868870438
33.936233,-98.496906,0.002147898054806953
30.81167,-94.76787,0.02021322513821855
32.532127,-100.842157,0.002591704438928666
41.51718,-92.00372,0.0002617335914901173
39.13805,-94.6025,7.670711377276001e-05
36.1326083,-96.029061,7.80531153520266e-05
39.36139,-77.03778,0.0013784367260104562
40.61145,-74.23725,0.008885254513431308
32.540604,-95.701173,0.03393560849416163
32.775943,-102.959437,0.0001355298558858198
46.877218,-96.879506,0.0007536045574469538
38.848525,-90.084617,0.00046011752204849597
29.90087416,-94.00565624,0.07557026914862663
35.203837,-98.06593,0.013707090178564918
37.742029,-99.217775,0.027227247390244014
36.93117,-95.90781,0.06029027062398044
43.72835,-94.73,0.047465212052089485
42.1514,-83.163,0.0011069846671399055
38.34136,-97.66619,0.0003524366009316212
37.4175,-100.7953,9.08381549900127e-05
40.5566,-93.93892,0.0027824216883028086
41.63156,-88.04958,2.4468006754326166
33.407,-102.448,4.923259633504801e-05
38.501817,-90.589072,3.6898065015253284e-05
34.92544,-81.87765,0.00036065210889436156
32.87476,-91.05339,0.019250966177164576
40.606837,-74.219917,0.002897232268817348
29.349,-94.939333,0.0005258481863210974
30.4342,-92.9503,0.01884075430335768
40.55081,-97.59588,0.0037307243157571127
33.45494,-96.35925,0.016800544315495186
29.76713,-95.156254,0.002349547270792699
33.863333,-118.163889,0.11633745041418277
43.05284,-93.6389,0.008178727504532433
38.38166,-97.819444,6.588745678400885e-05
32.00836,-102.0054,0.005627531029985186
41.6136,-88.0536,0.02808088758731658
41.410931,-88.345016,0.00025323973155290765
35.4855,-100.9402,0.0003255637490081696
29.717169,-95.179264,8.603375032770728e-05
43.42656,-104.91426,0.002471513895152114
27.5529182,-97.9228261,0.006083905155130182
33.573889,-97.873056,0.0004757914446897171
29.43573,-95.121835,0.00589262725697348
70.25666,-148.6203,1.9426283518067462
37.51111,-77.42333,0.00257343984678539
31.820486,-106.210326,0.007155543540998934
35.534236,-98.097395,0.0031111219381963653
30.016667,-94.052778,7.412516522116116e-05
29.72034,-95.10635,0.0005700178587277323
35.56572,-96.44923,0.0040494551019744736
36.20138,-99.89379,3.532648467205011e-05
39.36139,-77.03778,0.00033955676306774134
40.60545,-74.25835,0.004764196765653581
41.55455,-87.88425,0.0006973807546397935
31.55556,-90.3954,3.170858391109981e-05
39.81694,-75.20028,0.00793497164736242
41.6424,-87.4744,0.009328979219073247
34.76231,-97.44047,0.10831787310536939
30.2298122,-100.646116,0.00021280679432310396
30.16954,-93.33639,0.002795857282071614
29.85325,-94.89837,0.005378595085324247
29.3753,-89.3561,0.12025901918557393
30.77929,-96.06167,0.5799258683849425
18.44801,-66.07476,0.06423168081573197
39.60887,-94.3214,0.0025128485647226712
29.885833,-95.410833,0.006075625148886095
39.896,-75.3586,0.00039491549419305667
35.96788,-90.85025,0.004726594288956779
35.9303,-96.7514,0.003419924053682132
35.9375,-96.74833,0.002952446607475621
41.6671,-86.0209,0.0007166278955498199
44.26055,-93.30194,0.0007238117806426671
27.68402,-97.83324,0.014172369989034707
37.64416,-88.87876,0.07895154341762686
40.59348,-74.210174,0.0087100679946816
32.4813,-102.8589,0.0001336617029874669
39.897834,-75.262507,0.03386229276468725
29.848528,-94.905557,0.0013915883247204524
29.84904,-94.90535,3.1553521164672495e-05
29.43573,-95.121835,0.012748383359798658
32.483,-94.8388,0.002622838547849836
35.85326,-103.30167,0.0008299610485886684
32.5409,-94.8693,0.016442914377604107
31.1611,-94.6751,0.0007439282191865084
41.7731,-110.3453,4.528129498784721e-05
34.37332,-97.10367,0.009157444578316819
29.98722,-94.07171,0.02022186150925919
39.191028,-99.564306,0.006659450933905494
40.59441,-74.216209,0.000366950362458254
40.606466,-74.209062,0.01981408651896302
37.3612,-97.0539,0.0007218650760156077
36.892543,-97.759315,0.0208778290492633
43.29194,-95.15111,0.0034506556835172423
47.55403,-111.28258,0.001483187715214117
29.847222,-94.902222,0.0001341024941300969
32.53048,-100.83604,0.0002046072054040758
39.75888,-104.81305,0.0004368238936863289
35.93964,-96.748064,0.020449353611038345
41.7643,-87.8361,0.0013294360104678601
47.92555,-104.13833,0.0015532866359612074
30.7932,-88.2085,0.0005341225979408241
39.822925,-75.175452,0.0001975713122299489
29.4009,-94.95689,0.3133527653143226
30.32637,-93.35268,9.224728689537413e-05
48.24063,-101.257672,0.00040750534849200414
35.56033,-96.44974,0.001014262593316929
38.36098,-96.27164,0.005513603039402107
34.36098,-97.55678,0.0030866092577320732
29.854148,-94.916009,0.001741827732489974
37.66168,-78.23911,0.0005152035466343036
45.79417,-108.47889,0.0041644611739665716
44.815639,-108.498916,0.0033525530250316155
35.94595,-96.74872,0.0001613129451412951
42.278472,-83.123064,0.002638535082696016
41.307,-72.90925,0.2908530087206409
40.593267,-74.209978,0.17635054781374848
30.54741,-90.16677,0.0005628234116699961
36.221931,-97.747128,0.005363050743169223
39.86822,-96.0534,0.04663365609883386
29.9115,-94.093194,0.00020244329679805422
33.97,-98.2215,0.00028822953470283115
40.62252,-80.4181,0.09934410108714646
29.7675,-95.012183,0.00028822953470283115
30.3892333,-93.985233,0.0011928743741010089
29.4388,-96.804483,0.005990583040669758
40.5161701,-88.3192648,0.002876057440854307
35.2858,-80.93179,0.00017172031670418712
38.1337,-85.5012,0.0031148964058157354
35.95885,-96.75655,0.0009444516987845127
40.550972,-97.594715,0.0006923657267283684
38.792059,-89.079739,7.661643791214254e-05
42.73839,-114.948008,0.028031799914381008
28.00917,-97.572805,0.0006496320661639897
32.55991,-94.08086,0.0012911373328356574
46.68889,-92.05972,0.015617353094012304
31.13244,-102.19101,0.0013718105557000326
30.354517,-92.709983,0.0733996395391527
39.36101,-77.03759,0.00033812945310536524
33.78114,-118.22177,0.0005469659726112502
31.7765,-96.3957,0.0002418417765080938
44.5311,-88.0121,0.07888417598625003
40.78155,-85.50785,0.0034785477217452723
46.41379,-97.52251,0.0003225706670873892
42.514136,-84.242059,4.90108800078151
36.38298,-97.49642,0.0027603924692162956
32.34464,-94.8804,0.00019847349132151975
28.560826,-95.191378,0.0010121237717613408
39.080486,-97.35301,0.005412319131336427
38.939028,-97.428013,0.006348143121952315
33.5352,-118.0842,0.004757177200504682
39.193056,-121.631436,0.00352256435266076
33.86329,-97.95336,0.006608799998527825
28.3445,-97.1422,0.0006496320661639897
32.017047,-102.026175,0.001087033950479667
31.50653,-95.44006,5.059356551424586e-05
42.5783333,-107.14709,0.00040768172641846267
37.027049,-95.89245,0.012763904260311475
33.5124,-118.2036,0.0004751826685598352
28.480925,-96.37387,3.681652680248743e-05
38.04121,-97.40789,0.0002807798215855022
45.95307,-97.9057,0.12620886917122337
39.482631,-84.223042,0.0336391450252161
31.49797,-104.14246,0.00038271816675577476
41.68148,-91.57018,0.0007391589495237591
42.88895,-82.49131,3.1553521164672495e-05
41.639016,-88.124155,0.09484584284154912
41.04755,-83.73375,0.03139247764910565
42.26259,-89.17831,0.003927098971660107
40.706216,-84.1146149,0.02303083125555585
38.09973,-98.57896,0.001125641790142231
35.22377,-96.44739,0.014409257677989154
40.52243,-74.25384,0.0015348334940565621
33.4614,-118.12135,0.000986190464389576
41.4145,-87.7665,0.05419593297619277
39.71864,-95.135,0.043231357051866225
42.272024,-83.164865,0.004507528392908991
29.70639,-95.23416,0.000467932802913177
32.06456,-96.86533,0.0002660302413252968
41.684292,-90.4901,0.002048463141772011
42.07471,-96.17223,0.0010517258914899508
34.751139,-84.780139,0.0010527036162907809
32.004805,-102.005505,0.007114206151175402
33.307077,-97.847271,0.1043747118051151
38.08131,-97.85245,0.003299549598982116
43.286542,-95.260549,0.013720235949215282
29.726944,-95.203333,0.0017107988745553068
33.7966,-118.2347,5.874670059538769e-05
34.16078,-97.53915,0.0013895095483339337
32.77698,-102.95071,3.527464295821969e-05
27.943,-90.998,0.13748363600905117
32.77597,-102.95923,0.00023491295566671145
32.02879,-89.10231,0.0038175929274511682
40.4101,-78.4385,3.1553521164672495e-05
32.777568,-102.950783,0.014528794541991064
34.27734,-96.52176,5.399704980087911e-05
40.70825,-84.12206,0.01568604715956348
29.781516,-90.523835,0.00020133645438418334
30.452391,-93.464003,0.0017518343449840137
27.959521,-97.360576,0.0510650854028063
32.5327,-100.8309,0.0002449225293457523
35.953482,-96.759374,0.00989637392369773
31.79133,-103.1334,0.006138830427616497
40.59213,-74.21207,0.0018045026618909942
33.4604,-118.12035,0.006047724771716743
30.042343,-96.914558,0.02063945523548899
40.74573,-95.91459,0.020145447151180856
33.6938,-118.0064056,0.11685056934079308
30.08566,-94.026683,0.07740618306056701
32.9491,-93.1679,0.0005498541890341116
45.655486,-108.75724,10.462951290473102
33.936514,-98.496967,0.00752844301817646
44.37956,-98.462467,0.0008745555045807195
35.87218,-98.38255,4.7958871627559196e-05
38.28588,-95.00712,0.042792519820615334
35.95885,-96.75655,0.0007245305263587126
29.878953,-94.271735,0.00010097780513630808
38.78564,-89.08396,0.02452536826059355
31.7767,-98.39635,0.003486318051004891
30.11472,-94.64583,0.002820275338614545
41.86305,-96.137915,0.1266942528556807
33.179721,-96.302081,0.00016468818239900434
35.6376,-97.70893,4.374026711495779e-05
29.238862,-89.384553,0.004126967864829317
27.72222,-97.76397,0.02454159568757378
42.053138,-96.043891,0.0006594009695602605
35.94607,-96.74874,5.264042611003953e-05
29.43573,-95.121835,0.004014534126113346
31.1611,-94.6751,0.0004773303867781287
27.97348,-82.32001,0.6300077564694185
37.78947,-96.90093,0.017883072631034433
31.13193,-102.1906,0.006346774056304341
39.03543,-84.69089,3.1553521164672495e-05
29.7182,-95.1278,0.0010390938419747365
27.91036,-97.40839,0.007929636875243059
36.029589,-97.747511,0.004592494309473352
30.5471,-91.1703,0.0008579709574779175
37.05253,-95.61166,0.11443609511739342
33.846624,-118.252704,0.03217856819800165
35.296047,-119.160719,0.0017239156088660634
33.81583,-118.29701,0.0259281681924123
33.83799,-98.27639,0.062119812677468016
41.645101,-88.027889,0.05398609412626472
40.550801,-97.595518,0.0015421494449592737
39.120239,-120.943522,0.00024693555062560245
32.02821,-89.10162,0.017727495616753346
34.83433167,-120.45062247,0.004001026630629237
41.27461,-88.12713,5.047407470401641e-05
28.804167,-96.793611,0.0006496320661639897
28.804167,-96.793611,0.005780755780376259
29.206868,-94.561023,0.00511423875012011
33.83299,-98.27806,0.12164755809197271
42.00461,-96.23684,0.9449512844088204
39.61412,-89.34578,0.023098629579178125
46.68889,-92.05972,0.010675479160802095
33.91765556,-117.9154528,0.0065474595677357545
36.33746,-97.51306,0.00033912571847679663
40.6945,-84.1265,0.00028090643252008044
30.055571,-91.062652,0.03151975834094172
29.084431,-95.403144,0.044834121596696204
29.887222,-95.374444,0.0053389511640884865
40.596305,-91.411283,0.00395474784201066
36.9006,-100.39243,0.00023361909160768732
37.944408,-121.558461,0.053919518241262517
41.55804,-93.52571,0.00019170131223306456
38.066978,-122.133742,0.0762572467900255
33.86357,-97.95564,3.549766423309238e-05
37.795178,-121.672381,0.16747750877525105
40.111093,-88.319562,0.0013540602129375643
32.06704,-96.4719,0.003663667880253706
32.1147,-94.9633,0.0014334278187435353
37.0525,-95.61183,5.1771595333484505e-05
43.54571,-96.79188,5.908791001141578e-05
32.01798,-102.026495,0.0010306185600188608
33.756403,-118.205749,0.003446845814448109
35.684911,-101.359211,0.0048996428438088805
32.303575,-102.548583,0.014578042924828376
32.251168,-101.305851,0.1861897062626779
40.590422,-74.219078,0.00039859231142652646
35.43959,-118.99174,0.00014640357410595676
38.38052,-97.83095,3.247748833609146e-05
29.26536,-88.77223,0.28331946491828736
29.878864,-93.986341,0.342023678003374
34.133131,-98.262922,0.43237290295638287
29.43573,-95.121835,0.01964300076893888
30.034033,-96.435533,0.02116312889246701
35.93198,-96.75406,0.0013009503089437366
48.81835,-122.55443,0.002500675141017212
43.860695,-108.163483,0.005044224423194042
42.957763,-76.527127,0.02071609504954467
42.959503,-76.665351,0.4573187064759938
29.70989,-90.25945,0.008995538299577284
29.72703,-95.1737,0.0016507260468025782
33.4166975,-98.74844135,0.003905457664555096
44.665449,-106.902904,0.0009763860482608867
48.325724,-101.752889,0.03045047528057395
46.68889,-92.05972,0.01542987074205901
39.862222,-75.419055,0.04708107863035237
43.475465,-96.726088,0.00512980132116931
41.5569,-87.8886,0.008693324615644598
31.362222,-101.7825,0.0024912326499965136
33.84735,-118.31848,0.004149873944732875
40.590142,-74.215472,0.007371065704982584
30.14105,-94.39892,0.0004186505285114411
36.13715,-96.02014,0.0015633851930669366
38.98759,-95.32997,0.08987229458115645
29.86809,-93.95744,3.1553521164672495e-05
39.363277,-97.479365,0.001075080653345488
36.8053,-101.2876,0.0007877953579823449
35.7042,-97.4636,0.08841287104175144
29.193445,-96.984823,0.009084694859418355
41.93805,-87.89138,0.0017325141052683562
32.4819,-94.8351,0.0005621952399144784
41.50506,-87.4543,0.03862849208329551
31.12252,-97.19946,3.247748833609146e-05
36.13158,-96.0317,7.623206287173348e-05
35.952194,-96.759486,0.0003028919747553187
34.55261,-82.48781,0.002175336144469892
31.960602,-102.617793,0.005440688742867874
41.93805,-87.89138,8.03835732204461e-05
34.63366,-97.1581,0.0006210083138033297
35.02529,-101.51128,0.003162278696555805
33.45542,-84.40389,0.004503494638452754
29.970953,-93.938061,0.0008512282902783174
35.3275,-119.6575,0.0006592849796349865
39.9923,-86.1359,0.00264329025717128
29.345464,-94.935654,0.003876079945993252
33.970039,-97.334269,0.00010510238322356533
40.591656,-74.22071,0.004136211718670337
32.26812,-101.40486,3.546193553569816e-05
31.89631,-102.56548,0.005592036468359492
41.60720541,-89.7349367,0.060013092462137346
37.963297,-121.948261,0.24061886992892342
30.355333,-92.708299,0.07272546460072939
47.68889,-95.41222,0.0009538637448127326
30.239269,-93.290375,0.002171134672120709
35.96143,-96.71889,0.0002450056112658601
33.86345,-97.953363,0.000683355951470711
46.861678,-102.777616,0.005217865638716005
32.599125,-100.76886,0.006338513681870192
44.021949,-105.538019,0.2507486178550731
25.964238,-97.381096,0.011669104655095595
29.34578,-94.936904,0.050115161367381825
35.94085,-96.7502,0.01415232884016882
41.659288,-87.569198,0.061034301636605615
47.68889,-95.41222,0.00042519196089581474
40.588225,-74.222514,0.0017641906027495737
39.711344,-88.85166,0.09275229961439152
30.16485,-93.35127,0.0004214765021735278
29.724843,-95.884289,0.7981891566524901
29.79428,-95.28162,0.016291479343549832
33.22053,-99.87124,0.0005039665306364019
31.85557,-102.67191,0.0055910212246441555
36.18992091,-120.35680577,0.0448868703331859
29.43573,-95.121835,3.1855050728242156e-05
29.43573,-95.121835,0.0001446219159506973
33.59872,-85.82542,0.11415597414459672
47.907607,-103.650532,0.002760182689249184
41.565497,-93.526862,0.00195810637353658
29.9948,-93.9853,0.006881863566892681
33.68092,-97.075241,0.0005499097808252977
32.080874,-103.176847,0.025238347967708914
36.413056,-99.193611,0.004165034162427686
47.673856,-103.65985,0.007252031575932401
30.796962,-91.919893,0.015300999271334435
40.31277,-95.72125,0.29533418989355265
40.31277,-95.72125,0.26066160179322606
32.06704,-96.4719,0.0010000446261703305
32.29488,-97.13418,9.33745116645393e-05
34.0522342,-118.2436849,0.009201556093076588
36.06889,-78.06611,0.003033225489763521
36.632156,-97.125787,0.03774983151666772
33.6809,-81.8849,0.00045536427402012645
28.93564,-95.320507,0.0018908097437711016
30.2867,-94.5058,0.0007075259265013533
39.45627,-92.08238,0.0007299966089151755
29.893363,-93.9928,0.0001266600071142725
31.78341,-103.46442,0.02817766246670818
31.78341,-103.46442,0.001358165136485573
29.750786,-95.209372,0.00024057053936865064
